,attr1,attr2,attr3,attr4,attr5,attr6,class
361,2,2,0,0,1,0,0
362,2,2,0,0,1,1,0
363,2,2,0,0,3,0,0
364,2,2,0,0,3,1,1
365,2,2,0,0,2,0,0
366,2,2,0,0,2,1,1
367,2,2,0,0,0,0,0
368,2,2,0,0,0,1,1
369,2,2,0,2,1,0,0
370,2,2,0,2,1,1,1
371,2,2,0,2,3,0,1
372,2,2,0,2,3,1,0
373,2,2,0,2,2,0,1
374,2,2,0,2,2,1,0
375,2,2,0,2,0,0,1
376,2,2,0,2,0,1,0
377,2,2,0,1,1,0,0
378,2,2,0,1,1,1,1
379,2,2,0,1,3,0,1
380,2,2,0,1,3,1,0
381,2,2,0,1,2,0,1
382,2,2,0,1,2,1,0
383,2,2,0,1,0,0,1
384,2,2,0,1,0,1,0
385,2,2,1,0,1,0,0
386,2,2,1,0,1,1,1
387,2,2,1,0,3,0,1
388,2,2,1,0,3,1,0
389,2,2,1,0,2,0,1
390,2,2,1,0,2,1,0
391,2,2,1,0,0,0,1
392,2,2,1,0,0,1,0
393,2,2,1,2,1,0,1
394,2,2,1,2,1,1,0
395,2,2,1,2,3,0,0
396,2,2,1,2,3,1,0
397,2,2,1,2,2,0,0
398,2,2,1,2,2,1,0
399,2,2,1,2,0,0,0
400,2,2,1,2,0,1,0
401,2,2,1,1,1,0,1
402,2,2,1,1,1,1,0
403,2,2,1,1,3,0,0
404,2,2,1,1,3,1,0
405,2,2,1,1,2,0,0
406,2,2,1,1,2,1,0
407,2,2,1,1,0,0,0
408,2,2,1,1,0,1,0
409,2,1,0,0,1,0,0
410,2,1,0,0,1,1,0
411,2,1,0,0,3,0,0
412,2,1,0,0,3,1,1
413,2,1,0,0,2,0,0
414,2,1,0,0,2,1,1
415,2,1,0,0,0,0,0
416,2,1,0,0,0,1,1
417,2,1,0,2,1,0,0
418,2,1,0,2,1,1,1
419,2,1,0,2,3,0,1
420,2,1,0,2,3,1,0
421,2,1,0,2,2,0,1
422,2,1,0,2,2,1,0
423,2,1,0,2,0,0,1
424,2,1,0,2,0,1,0
425,2,1,0,1,1,0,0
426,2,1,0,1,1,1,1
427,2,1,0,1,3,0,1
428,2,1,0,1,3,1,0
429,2,1,0,1,2,0,1
430,2,1,0,1,2,1,0
431,2,1,0,1,0,0,1
432,2,1,0,1,0,1,0
433,2,1,1,0,1,0,0
434,2,1,1,0,1,1,1
435,2,1,1,0,3,0,1
436,2,1,1,0,3,1,0
437,2,1,1,0,2,0,1
438,2,1,1,0,2,1,0
439,2,1,1,0,0,0,1
440,2,1,1,0,0,1,0
441,2,1,1,2,1,0,1
442,2,1,1,2,1,1,0
443,2,1,1,2,3,0,0
444,2,1,1,2,3,1,0
445,2,1,1,2,2,0,0
446,2,1,1,2,2,1,0
447,2,1,1,2,0,0,0
448,2,1,1,2,0,1,0
449,2,1,1,1,1,0,1
450,2,1,1,1,1,1,0
451,2,1,1,1,3,0,0
452,2,1,1,1,3,1,0
453,2,1,1,1,2,0,0
454,2,1,1,1,2,1,0
455,2,1,1,1,0,0,0
456,2,1,1,1,0,1,0
457,1,0,0,0,1,0,0
458,1,0,0,0,1,1,0
459,1,0,0,0,3,0,0
460,1,0,0,0,3,1,0
461,1,0,0,0,2,0,0
462,1,0,0,0,2,1,0
463,1,0,0,0,0,0,0
464,1,0,0,0,0,1,0
465,1,0,0,2,1,0,0
466,1,0,0,2,1,1,0
467,1,0,0,2,3,0,0
468,1,0,0,2,3,1,1
469,1,0,0,2,2,0,0
470,1,0,0,2,2,1,1
471,1,0,0,2,0,0,0
472,1,0,0,2,0,1,1
473,1,0,0,1,1,0,0
474,1,0,0,1,1,1,0
475,1,0,0,1,3,0,0
476,1,0,0,1,3,1,1
477,1,0,0,1,2,0,0
478,1,0,0,1,2,1,1
479,1,0,0,1,0,0,0
480,1,0,0,1,0,1,1
481,1,0,1,0,1,0,0
482,1,0,1,0,1,1,0
483,1,0,1,0,3,0,0
484,1,0,1,0,3,1,1
485,1,0,1,0,2,0,0
486,1,0,1,0,2,1,1
487,1,0,1,0,0,0,0
488,1,0,1,0,0,1,1
489,1,0,1,2,1,0,0
490,1,0,1,2,1,1,1
491,1,0,1,2,3,0,1
492,1,0,1,2,3,1,0
493,1,0,1,2,2,0,1
494,1,0,1,2,2,1,0
495,1,0,1,2,0,0,1
496,1,0,1,2,0,1,0
497,1,0,1,1,1,0,0
498,1,0,1,1,1,1,1
499,1,0,1,1,3,0,1
500,1,0,1,1,3,1,0
501,1,0,1,1,2,0,1
502,1,0,1,1,2,1,0
503,1,0,1,1,0,0,1
504,1,0,1,1,0,1,0
505,1,2,0,0,1,0,0
506,1,2,0,0,1,1,0
507,1,2,0,0,3,0,0
508,1,2,0,0,3,1,1
509,1,2,0,0,2,0,0
510,1,2,0,0,2,1,1
511,1,2,0,0,0,0,0
512,1,2,0,0,0,1,1
513,1,2,0,2,1,0,0
514,1,2,0,2,1,1,1
515,1,2,0,2,3,0,1
516,1,2,0,2,3,1,0
517,1,2,0,2,2,0,1
518,1,2,0,2,2,1,0
519,1,2,0,2,0,0,1
520,1,2,0,2,0,1,0
521,1,2,0,1,1,0,0
522,1,2,0,1,1,1,1
523,1,2,0,1,3,0,1
524,1,2,0,1,3,1,0
525,1,2,0,1,2,0,1
526,1,2,0,1,2,1,0
527,1,2,0,1,0,0,1
528,1,2,0,1,0,1,0
529,1,2,1,0,1,0,0
530,1,2,1,0,1,1,1
531,1,2,1,0,3,0,1
532,1,2,1,0,3,1,0
533,1,2,1,0,2,0,1
534,1,2,1,0,2,1,0
535,1,2,1,0,0,0,1
536,1,2,1,0,0,1,0
537,1,2,1,2,1,0,1
538,1,2,1,2,1,1,0
539,1,2,1,2,3,0,0
540,1,2,1,2,3,1,0
541,1,2,1,2,2,0,0
542,1,2,1,2,2,1,0
543,1,2,1,2,0,0,0
544,1,2,1,2,0,1,0
545,1,2,1,1,1,0,1
546,1,2,1,1,1,1,0
547,1,2,1,1,3,0,0
548,1,2,1,1,3,1,0
549,1,2,1,1,2,0,0
550,1,2,1,1,2,1,0
551,1,2,1,1,0,0,0
552,1,2,1,1,0,1,0
553,1,1,0,0,1,0,0
554,1,1,0,0,1,1,0
555,1,1,0,0,3,0,0
556,1,1,0,0,3,1,1
557,1,1,0,0,2,0,0
558,1,1,0,0,2,1,1
559,1,1,0,0,0,0,0
560,1,1,0,0,0,1,1
561,1,1,0,2,1,0,0
562,1,1,0,2,1,1,1
563,1,1,0,2,3,0,1
564,1,1,0,2,3,1,0
565,1,1,0,2,2,0,1
566,1,1,0,2,2,1,0
567,1,1,0,2,0,0,1
568,1,1,0,2,0,1,0
569,1,1,0,1,1,0,0
570,1,1,0,1,1,1,1
571,1,1,0,1,3,0,1
572,1,1,0,1,3,1,0
573,1,1,0,1,2,0,1
574,1,1,0,1,2,1,0
575,1,1,0,1,0,0,1
576,1,1,0,1,0,1,0
577,1,1,1,0,1,0,0
578,1,1,1,0,1,1,1
579,1,1,1,0,3,0,1
580,1,1,1,0,3,1,0
581,1,1,1,0,2,0,1
582,1,1,1,0,2,1,0
583,1,1,1,0,0,0,1
584,1,1,1,0,0,1,0
585,1,1,1,2,1,0,1
586,1,1,1,2,1,1,0
587,1,1,1,2,3,0,0
588,1,1,1,2,3,1,0
589,1,1,1,2,2,0,0
590,1,1,1,2,2,1,0
591,1,1,1,2,0,0,0
592,1,1,1,2,0,1,0
593,1,1,1,1,1,0,1
594,1,1,1,1,1,1,0
595,1,1,1,1,3,0,0
596,1,1,1,1,3,1,0
597,1,1,1,1,2,0,0
598,1,1,1,1,2,1,0
599,1,1,1,1,0,0,0
600,1,1,1,1,0,1,0
