,attr1,attr2,attr3,attr4,attr5,attr6,class
99,1,2,0,2,1,1,1
100,1,2,0,2,0,1,0
101,1,2,1,0,1,0,1
102,1,2,1,0,1,1,1
103,1,2,1,0,2,1,0
104,1,2,1,1,1,0,1
105,1,2,1,1,3,0,0
106,1,2,1,1,0,0,0
107,1,1,0,0,1,0,1
108,1,1,0,0,3,0,1
109,1,1,0,0,0,1,1
110,1,1,0,2,2,1,1
111,1,1,0,2,0,1,1
112,1,1,0,1,1,1,1
113,1,1,0,1,3,0,1
114,1,1,0,1,3,1,1
115,1,1,0,1,0,1,1
116,1,1,1,0,1,0,1
117,1,1,1,0,2,1,1
118,1,1,1,0,0,0,1
119,1,1,1,0,0,1,1
120,1,1,1,1,1,1,1
121,1,1,1,1,3,1,1
122,1,1,1,1,2,1,1
123,1,1,1,1,0,1,1
124,0,0,0,0,1,0,1
125,0,0,0,0,1,1,1
126,0,0,0,0,3,0,1
127,0,0,0,0,3,1,1
128,0,0,0,0,2,0,1
129,0,0,0,0,2,1,1
130,0,0,0,0,0,0,1
131,0,0,0,0,0,1,1
132,0,0,0,2,1,0,1
133,0,0,0,2,1,1,1
134,0,0,0,2,3,0,1
135,0,0,0,2,3,1,1
136,0,0,0,2,2,0,1
137,0,0,0,2,2,1,1
138,0,0,0,2,0,0,1
139,0,0,0,2,0,1,1
140,0,0,0,1,1,0,1
141,0,0,0,1,1,1,1
142,0,0,0,1,3,0,1
143,0,0,0,1,3,1,1
144,0,0,0,1,2,0,1
145,0,0,0,1,2,1,1
146,0,0,0,1,0,0,1
147,0,0,0,1,0,1,1
148,0,0,1,0,1,0,1
149,0,0,1,0,1,1,1
150,0,0,1,0,3,0,1
151,0,0,1,0,3,1,1
152,0,0,1,0,2,0,1
153,0,0,1,0,2,1,1
154,0,0,1,0,0,0,1
155,0,0,1,0,0,1,1
156,0,0,1,2,1,0,1
157,0,0,1,2,1,1,1
158,0,0,1,2,3,0,1
159,0,0,1,2,3,1,1
160,0,0,1,2,2,0,1
161,0,0,1,2,2,1,1
162,0,0,1,2,0,0,1
163,0,0,1,2,0,1,1
164,0,0,1,1,1,0,1
165,0,0,1,1,1,1,1
166,0,0,1,1,3,0,1
167,0,0,1,1,3,1,1
168,0,0,1,1,2,0,1
169,0,0,1,1,2,1,1
170,0,0,1,1,0,0,1
171,0,0,1,1,0,1,1
172,0,2,0,0,1,0,1
173,0,2,0,0,1,1,1
174,0,2,0,0,3,0,0
175,0,2,0,0,3,1,0
176,0,2,0,0,2,0,0
177,0,2,0,0,2,1,0
178,0,2,0,0,0,0,0
179,0,2,0,0,0,1,0
180,0,2,0,2,1,0,1
181,0,2,0,2,1,1,1
182,0,2,0,2,3,0,0
183,0,2,0,2,3,1,0
184,0,2,0,2,2,0,0
185,0,2,0,2,2,1,0
186,0,2,0,2,0,0,0
187,0,2,0,2,0,1,0
188,0,2,0,1,1,0,1
189,0,2,0,1,1,1,1
190,0,2,0,1,3,0,0
191,0,2,0,1,3,1,0
192,0,2,0,1,2,0,0
193,0,2,0,1,2,1,0
194,0,2,0,1,0,0,0
195,0,2,0,1,0,1,0
196,0,2,1,0,1,0,1
197,0,2,1,0,1,1,1
198,0,2,1,0,3,0,0
199,0,2,1,0,3,1,0
200,0,2,1,0,2,0,0
201,0,2,1,0,2,1,0
202,0,2,1,0,0,0,0
203,0,2,1,0,0,1,0
204,0,2,1,2,1,0,1
205,0,2,1,2,1,1,1
206,0,2,1,2,3,0,0
207,0,2,1,2,3,1,0
208,0,2,1,2,2,0,0
209,0,2,1,2,2,1,0
210,0,2,1,2,0,0,0
211,0,2,1,2,0,1,0
212,0,2,1,1,1,0,1
213,0,2,1,1,1,1,1
214,0,2,1,1,3,0,0
215,0,2,1,1,3,1,0
216,0,2,1,1,2,0,0
217,0,2,1,1,2,1,0
218,0,2,1,1,0,0,0
219,0,2,1,1,0,1,0
220,0,1,0,0,1,0,1
221,0,1,0,0,1,1,1
222,0,1,0,0,3,0,0
223,0,1,0,0,3,1,0
224,0,1,0,0,2,0,0
225,0,1,0,0,2,1,0
226,0,1,0,0,0,0,0
227,0,1,0,0,0,1,0
228,0,1,0,2,1,0,1
229,0,1,0,2,1,1,1
230,0,1,0,2,3,0,0
231,0,1,0,2,3,1,0
232,0,1,0,2,2,0,0
233,0,1,0,2,2,1,0
234,0,1,0,2,0,0,0
235,0,1,0,2,0,1,0
236,0,1,0,1,1,0,1
237,0,1,0,1,1,1,1
238,0,1,0,1,3,0,0
239,0,1,0,1,3,1,0
240,0,1,0,1,2,0,0
241,0,1,0,1,2,1,0
242,0,1,0,1,0,0,0
243,0,1,0,1,0,1,0
244,0,1,1,0,1,0,1
245,0,1,1,0,1,1,1
246,0,1,1,0,3,0,0
247,0,1,1,0,3,1,0
248,0,1,1,0,2,0,0
249,0,1,1,0,2,1,0
250,0,1,1,0,0,0,0
251,0,1,1,0,0,1,0
252,0,1,1,2,1,0,1
253,0,1,1,2,1,1,1
254,0,1,1,2,3,0,0
255,0,1,1,2,3,1,0
256,0,1,1,2,2,0,0
257,0,1,1,2,2,1,0
258,0,1,1,2,0,0,0
259,0,1,1,2,0,1,0
260,0,1,1,1,1,0,1
261,0,1,1,1,1,1,1
262,0,1,1,1,3,0,0
263,0,1,1,1,3,1,0
264,0,1,1,1,2,0,0
265,0,1,1,1,2,1,0
266,0,1,1,1,0,0,0
267,0,1,1,1,0,1,0
268,2,0,0,0,1,0,1
269,2,0,0,0,1,1,1
270,2,0,0,0,3,0,0
271,2,0,0,0,3,1,0
272,2,0,0,0,2,0,0
273,2,0,0,0,2,1,0
274,2,0,0,0,0,0,0
275,2,0,0,0,0,1,0
276,2,0,0,2,1,0,1
277,2,0,0,2,1,1,1
278,2,0,0,2,3,0,0
279,2,0,0,2,3,1,0
280,2,0,0,2,2,0,0
281,2,0,0,2,2,1,0
282,2,0,0,2,0,0,0
283,2,0,0,2,0,1,0
284,2,0,0,1,1,0,1
285,2,0,0,1,1,1,1
286,2,0,0,1,3,0,0
287,2,0,0,1,3,1,0
288,2,0,0,1,2,0,0
289,2,0,0,1,2,1,0
290,2,0,0,1,0,0,0
291,2,0,0,1,0,1,0
292,2,0,1,0,1,0,1
293,2,0,1,0,1,1,1
294,2,0,1,0,3,0,0
295,2,0,1,0,3,1,0
296,2,0,1,0,2,0,0
297,2,0,1,0,2,1,0
298,2,0,1,0,0,0,0
299,2,0,1,0,0,1,0
300,2,0,1,2,1,0,1
301,2,0,1,2,1,1,1
302,2,0,1,2,3,0,0
303,2,0,1,2,3,1,0
304,2,0,1,2,2,0,0
305,2,0,1,2,2,1,0
306,2,0,1,2,0,0,0
307,2,0,1,2,0,1,0
308,2,0,1,1,1,0,1
309,2,0,1,1,1,1,1
310,2,0,1,1,3,0,0
311,2,0,1,1,3,1,0
312,2,0,1,1,2,0,0
313,2,0,1,1,2,1,0
314,2,0,1,1,0,0,0
315,2,0,1,1,0,1,0
316,2,2,0,0,1,0,1
317,2,2,0,0,1,1,1
318,2,2,0,0,3,0,1
319,2,2,0,0,3,1,1
320,2,2,0,0,2,0,1
321,2,2,0,0,2,1,1
322,2,2,0,0,0,0,1
323,2,2,0,0,0,1,1
324,2,2,0,2,1,0,1
325,2,2,0,2,1,1,1
326,2,2,0,2,3,0,1
327,2,2,0,2,3,1,1
328,2,2,0,2,2,0,1
329,2,2,0,2,2,1,1
330,2,2,0,2,0,0,1
331,2,2,0,2,0,1,1
332,2,2,0,1,1,0,1
333,2,2,0,1,1,1,1
334,2,2,0,1,3,0,1
335,2,2,0,1,3,1,1
336,2,2,0,1,2,0,1
337,2,2,0,1,2,1,1
338,2,2,0,1,0,0,1
339,2,2,0,1,0,1,1
340,2,2,1,0,1,0,1
341,2,2,1,0,1,1,1
342,2,2,1,0,3,0,1
343,2,2,1,0,3,1,1
344,2,2,1,0,2,0,1
345,2,2,1,0,2,1,1
346,2,2,1,0,0,0,1
347,2,2,1,0,0,1,1
348,2,2,1,2,1,0,1
349,2,2,1,2,1,1,1
350,2,2,1,2,3,0,1
351,2,2,1,2,3,1,1
352,2,2,1,2,2,0,1
353,2,2,1,2,2,1,1
354,2,2,1,2,0,0,1
355,2,2,1,2,0,1,1
356,2,2,1,1,1,0,1
357,2,2,1,1,1,1,1
358,2,2,1,1,3,0,1
359,2,2,1,1,3,1,1
360,2,2,1,1,2,0,1
361,2,2,1,1,2,1,1
362,2,2,1,1,0,0,1
363,2,2,1,1,0,1,1
364,2,1,0,0,1,0,1
365,2,1,0,0,1,1,1
366,2,1,0,0,3,0,0
367,2,1,0,0,3,1,0
368,2,1,0,0,2,0,0
369,2,1,0,0,2,1,0
370,2,1,0,0,0,0,0
371,2,1,0,0,0,1,0
372,2,1,0,2,1,0,1
373,2,1,0,2,1,1,1
374,2,1,0,2,3,0,0
375,2,1,0,2,3,1,0
376,2,1,0,2,2,0,0
377,2,1,0,2,2,1,0
378,2,1,0,2,0,0,0
379,2,1,0,2,0,1,0
380,2,1,0,1,1,0,1
381,2,1,0,1,1,1,1
382,2,1,0,1,3,0,0
383,2,1,0,1,3,1,0
384,2,1,0,1,2,0,0
385,2,1,0,1,2,1,0
386,2,1,0,1,0,0,0
387,2,1,0,1,0,1,0
388,2,1,1,0,1,0,1
389,2,1,1,0,1,1,1
390,2,1,1,0,3,0,0
391,2,1,1,0,3,1,0
392,2,1,1,0,2,0,0
393,2,1,1,0,2,1,0
394,2,1,1,0,0,0,0
395,2,1,1,0,0,1,0
396,2,1,1,2,1,0,1
397,2,1,1,2,1,1,1
398,2,1,1,2,3,0,0
399,2,1,1,2,3,1,0
400,2,1,1,2,2,0,0
401,2,1,1,2,2,1,0
402,2,1,1,2,0,0,0
403,2,1,1,2,0,1,0
404,2,1,1,1,1,0,1
405,2,1,1,1,1,1,1
406,2,1,1,1,3,0,0
407,2,1,1,1,3,1,0
408,2,1,1,1,2,0,0
409,2,1,1,1,2,1,0
410,2,1,1,1,0,0,0
411,2,1,1,1,0,1,0
412,1,0,0,0,1,0,1
413,1,0,0,0,1,1,1
414,1,0,0,0,3,0,0
415,1,0,0,0,3,1,0
416,1,0,0,0,2,0,0
417,1,0,0,0,2,1,0
418,1,0,0,0,0,0,0
419,1,0,0,0,0,1,0
420,1,0,0,2,1,0,1
421,1,0,0,2,1,1,1
422,1,0,0,2,3,0,0
423,1,0,0,2,3,1,0
424,1,0,0,2,2,0,0
425,1,0,0,2,2,1,0
426,1,0,0,2,0,0,0
427,1,0,0,2,0,1,0
428,1,0,0,1,1,0,1
429,1,0,0,1,1,1,1
430,1,0,0,1,3,0,0
431,1,0,0,1,3,1,0
432,1,0,0,1,2,0,0
433,1,0,0,1,2,1,0
434,1,0,0,1,0,0,0
435,1,0,0,1,0,1,0
436,1,0,1,0,1,0,1
437,1,0,1,0,1,1,1
438,1,0,1,0,3,0,0
439,1,0,1,0,3,1,0
440,1,0,1,0,2,0,0
441,1,0,1,0,2,1,0
442,1,0,1,0,0,0,0
443,1,0,1,0,0,1,0
444,1,0,1,2,1,0,1
445,1,0,1,2,1,1,1
446,1,0,1,2,3,0,0
447,1,0,1,2,3,1,0
448,1,0,1,2,2,0,0
449,1,0,1,2,2,1,0
450,1,0,1,2,0,0,0
451,1,0,1,2,0,1,0
452,1,0,1,1,1,0,1
453,1,0,1,1,1,1,1
454,1,0,1,1,3,0,0
455,1,0,1,1,3,1,0
456,1,0,1,1,2,0,0
457,1,0,1,1,2,1,0
458,1,0,1,1,0,0,0
459,1,0,1,1,0,1,0
460,1,2,0,0,1,0,1
461,1,2,0,0,1,1,1
462,1,2,0,0,3,0,0
463,1,2,0,0,3,1,0
464,1,2,0,0,2,0,0
465,1,2,0,0,2,1,0
466,1,2,0,0,0,0,0
467,1,2,0,0,0,1,0
468,1,2,0,2,1,0,1
469,1,2,0,2,1,1,1
470,1,2,0,2,3,0,0
471,1,2,0,2,3,1,0
472,1,2,0,2,2,0,0
473,1,2,0,2,2,1,0
474,1,2,0,2,0,0,0
475,1,2,0,2,0,1,0
476,1,2,0,1,1,0,1
477,1,2,0,1,1,1,1
478,1,2,0,1,3,0,0
479,1,2,0,1,3,1,0
480,1,2,0,1,2,0,0
481,1,2,0,1,2,1,0
482,1,2,0,1,0,0,0
483,1,2,0,1,0,1,0
484,1,2,1,0,1,0,1
485,1,2,1,0,1,1,1
486,1,2,1,0,3,0,0
487,1,2,1,0,3,1,0
488,1,2,1,0,2,0,0
489,1,2,1,0,2,1,0
490,1,2,1,0,0,0,0
491,1,2,1,0,0,1,0
492,1,2,1,2,1,0,1
493,1,2,1,2,1,1,1
494,1,2,1,2,3,0,0
495,1,2,1,2,3,1,0
496,1,2,1,2,2,0,0
497,1,2,1,2,2,1,0
498,1,2,1,2,0,0,0
499,1,2,1,2,0,1,0
500,1,2,1,1,1,0,1
501,1,2,1,1,1,1,1
502,1,2,1,1,3,0,0
503,1,2,1,1,3,1,0
504,1,2,1,1,2,0,0
505,1,2,1,1,2,1,0
506,1,2,1,1,0,0,0
507,1,2,1,1,0,1,0
508,1,1,0,0,1,0,1
509,1,1,0,0,1,1,1
510,1,1,0,0,3,0,1
511,1,1,0,0,3,1,1
512,1,1,0,0,2,0,1
513,1,1,0,0,2,1,1
514,1,1,0,0,0,0,1
515,1,1,0,0,0,1,1
516,1,1,0,2,1,0,1
517,1,1,0,2,1,1,1
518,1,1,0,2,3,0,1
519,1,1,0,2,3,1,1
520,1,1,0,2,2,0,1
521,1,1,0,2,2,1,1
522,1,1,0,2,0,0,1
523,1,1,0,2,0,1,1
524,1,1,0,1,1,0,1
525,1,1,0,1,1,1,1
526,1,1,0,1,3,0,1
527,1,1,0,1,3,1,1
528,1,1,0,1,2,0,1
529,1,1,0,1,2,1,1
530,1,1,0,1,0,0,1
531,1,1,0,1,0,1,1
532,1,1,1,0,1,0,1
533,1,1,1,0,1,1,1
534,1,1,1,0,3,0,1
535,1,1,1,0,3,1,1
536,1,1,1,0,2,0,1
537,1,1,1,0,2,1,1
538,1,1,1,0,0,0,1
539,1,1,1,0,0,1,1
540,1,1,1,2,1,0,1
541,1,1,1,2,1,1,1
542,1,1,1,2,3,0,1
543,1,1,1,2,3,1,1
544,1,1,1,2,2,0,1
545,1,1,1,2,2,1,1
546,1,1,1,2,0,0,1
547,1,1,1,2,0,1,1
548,1,1,1,1,1,0,1
549,1,1,1,1,1,1,1
550,1,1,1,1,3,0,1
551,1,1,1,1,3,1,1
552,1,1,1,1,2,0,1
553,1,1,1,1,2,1,1
554,1,1,1,1,0,0,1
555,1,1,1,1,0,1,1
